"Europe/Austria"	".Penthaus."	"Wien"		"http://www.penthaus4fun.at"	"Penthaus"	"club_banners\banner_2311.gif"	"Der Swingerclub in Wien"														
"Europe/Austria"	"1001 Nacht"	"Velden"	"0676-9764968"	"http://www.1001-nacht.at"	"1001-nacht.at"	"club_banners\banner_1928.jpg"	"Der Swingerclub der besonderen Art"														
"Europe/Austria"	"Caribik Bar"	"Seisenegg"	"0043 7472 64711"	"http://www.caribik.at"	"caribik.at"	"club_banners\banner_1927.jpg"	"Erlebnissauna"														
"Europe/Austria"	"Club Fiesta"	"Graz"		"http://www.club.fiesta.at"	"club.fiesta.at"	"club_banners\banner_1926.jpg"	"Der Lifestyleclub Fiesta"														
"Europe/Austria"	"Club Oasis"	"Kufstein"	"0043 699 10667057"	"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"	"club_banners\banner_481.gif"	"Club Oasis"														
"Europe/Austria"	"Hokus Pokus"	"Gmunden"	"0043 650 53 58 4 53"	"http://www.hokuspokus.at"	"Hokus Pokus"	"club_banners\banner_988.gif"	"Hokus Pokus Swingerclub & Erotikpension"														
"Europe/Austria"	"Hollywood"	"Vienna, Wien"	"+43 1 522 57 31"	"http://www.paerchenclub.at"	"Swingerclub Hollywood Vienna, Europe/Austria"	"club_banners\banner_1050.jpg"	"Swingerclub Hollywood Vienna, Europe/Austria, Wien"														
"Europe/Austria"	"Le Swing"	"Vienna"	433321670	"http://www.leswing.at"	"Swingerclub Le Swing"	"club_banners\banner_1535.gif"	"Swingerclub der besonderen Art"														
"Europe/Austria"	"Metropolis"	"Behamberg"	"+43 (0) 664 8994259"	"http://www.swingerclub-metropolis.at"	"Click here"	"club_banners\banner_2325.gif"	"Erlebnisclub fuer Erwachsene"														
"Europe/Austria"	"Relax"	"Wien"		"http://www.relaxxx.at"	"www.relaxxx.at"	"club_banners\banner_2038.jpg"	"Swinger-Club NUR FÜR PAARE und SINGLEDAMEN"														
"Europe/Austria"	"SUSPEKT - erotic cocktail bar"	"Vienna"	"+43/1/9902868"	"http://www.suspekt.at"	"Suspekt"	"club_banners\banner_828.gif"	"The only erotic cocktail bar in Europe/Austria"														
"Europe/Austria"	"Swingerclub Wachau"	"Unterwölbling"	6765929423	"http://www.erlebnissauna.at"	"www.swingerclubwachau.com"	"club_banners\banner_1653.jpg"	"Swingerclub Wachau zwischen Krems und St. Pölten"														
"Europe/Austria"	"Swingersauna Herbert und Maria"	"Munderfing"	"43-07744-20049"	"http://www.swingersauna.at"	"swingersauna.at"	"club_banners\banner_2036.gif"	"Swingersauna"														
"Europe/Austria"	"Tempel"	"Vienna"	"+43/1/3192313"	"http://www.Tempel.at"	"Tempel"		"The Tempel - were the Scene meets"														
"Europe/Austria"	"Traumland"	"Wien"	"43-1 405 66 94"	"http://www.traumland.at"	"www.traumland.at"	"club_banners\banner_1909.jpg"	"Der Pärchenclub TRAUMLAND"														
"Carribean/Bahamas"	"Sandals Resorts"	"Bahamas"				"club_banners\banner_1916.jpg"	"Sandals Resorts - All-Inclusive Caribbean Vacation"														
"Europe/Spain"	"Beverly Ibiza"	"Port des Torrent — Ibiza, Ballearic Islands"	34629977068			"club_banners\banner_2373.jpg"	"Beverly Ibiza - Partys of the new kind"														
"Europe/Spain"	"Cómplices"	"Palma de Mallorca, Ballearic Islands"	"628-415-521"				"Hemos creado el mejor ambiente..."														
"Europe/Spain"	"Elixir de Fuego"	"Palma de Mallorca, Ballearic Islands"	"0034/627 74 22 77"				"Club exclusivo liberal / swingers' club / Mallorca"														
"Europe/Spain"	"La Boum"	"Mallorca,Islas Baleares, Ballearic Islands"	"971-742054"				"Circulo Privado de Parejas Liberales Mallorca"														
"Europe/Spain"	"La Llave de la Noche"	"Mallorca-Islas Baleares, Ballearic Islands"	"34-971-283350"				"Un mundo de Fantasias Eróticas......."														
"Europe/Spain"	"labacanal"	"Palma de Mallorca, Ballearic Islands"	"(809) 6954123"			"club_banners\banner_897.jpg"	"Intercambio de Parejas, Orgias, Juegos, Viajes sex"														
"Europe/Spain"	"Liberty Loft"	"Ibiza, Ballearic Islands"	34662060267				"Hotel bar lounge piscine restaurant"														
"Europe/Spain"	"Netty`s Sunparadise"	"IBIZA, Ballearic Islands"	"0034-971-339143"				"Urlaub mal anders! - eens een andere vakantie!"														
"Europe/Spain"	"Netty`s Zonneparadijs"	"Cala Llonga - IBIZA, Ballearic Islands"	"0034-971-339143"				"Vakantie voor Swingers"														
"Europe/Spain"	"Sexparty Mallorca"	"Mallorca, Ballearic Islands"	"0034 677324859"			"club_banners\banner_2364.gif"	"Sexpartys auf Mallorca"														
"Europe/Spain"	"Sonnenparadies"	"Sta. Eulalia, Ibiza, Ballearic Islands"	"00 34 - 971 33 91 43"				"Urlaub mal anders"														
"Europe/Spain"	"Swinger holiday club"	"Mallorca, Ballearic Islands"	346665765			"club_banners\banner_2140.jpg"	"Holiday Club for Swingers"														
"Europe/Spain"	"GMINIS"	"GALDAKAO-BILBAO,Basque Country"	"944.57.00.70"			"club_banners\banner_1415.gif"	"TU LOCAL DE AMBIENTE SWINGERS EN ESPAA"														
"Europe/Germany"	".Clubhotel Ollywood."	"Dresden-Radebeul, Bayern"	"0172-8775323"	"http://www.swinger-ollywood.de"	"Clubhotel Ollywood"	"club_banners\banner_2317.gif"	"Die ideale Kombination von Urlaub und Erotik"														
"Europe/Germany"	"ARKANUM"	"Eching / München , Munchen, Bayern"	"089 - 31 90 70 38"	"</td> <td width=""474"" valign=""top""><table width=""468"" border=""0"" align=""center"" cellpadding=""2"" cellspacing=""0""> <tr> <td width=""468"" colspan=""2""> <a href=""http://www.dasarkanum.de"" target=""_blank""></a> </td> </tr> <tr> <td colspan=""2"" valign=""top""> <span class=""text_standard_black""> Die neue Dimension von Swingerclub </span> </td> </tr> </table></td> <td width=""26"">&nbsp"	"</td> </tr> </table></td> </tr> <tr> <td height=""28"" background=""images/SC_List_bot.jpg"">&nbsp"	"</td> </tr> </table> <!----------- *************************************************************** --> <table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td height=""52"" background=""images/SC_List_top.jpg""><table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""26"" rowspan=""2"">&nbsp"	"</td> <td width=""346"" rowspan=""2""><span class=""text_ClubName"">CATS</span></td> <td width=""335""></td> <td width=""23"" nowrap=""nowrap"" rowspan=""2"">&nbsp"	"</td> <td width=""20"" rowspan=""2"">&nbsp"	"</td> </tr> <tr> <td width=""335""> <table cellpadding=""0"" cellspacing=""0"" border=""0""> <tr> <td> <table cellspacing='0' cellpadding='0'><tr><td width='100' nowrap='nowrap' align='right'><a href='CATS_swingers_club_reviews_2565.html' class='yellow_back_sm'>Read reviews</a>&nbsp"	"|&nbsp"	"</td><td nowrap='nowrap'><a href='http://www.sdc.com/ClubListAdd_Review2.aspx?clubID=2565' class='yellow_back_sm'>Post a new review</a>&nbsp"	"&nbsp"	"</td></tr></table> </td> <td nowrap=""nowrap""> &nbsp"	"|&nbsp"	"<a href='CATS_swingers_club_description.html' class='yellow_back_sm'>Detailed Description</a> </td> </tr> </table> </td> </tr> </table></td> </tr> <tr> <td height=""100%"" valign=""top"" background=""images/SC_List_mid.jpg""><table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""29"" >&nbsp"	"</td> <td width=""206"" valign=""top""><table width=""205"" border=""0"" cellspacing=""0"" cellpadding=""2""> <tr> <td class=""text_sm2"">Munic"		"http://www.catsclubmuenchen.de"	"CATS"		"Tempel der Lust"
"Europe/Germany"	"Karibik"	"München-Pasing, Bayern"	"089-83 96 95 77"	"http://www.karibik-swingertreff.de"	"karibik-swingertreff.de"		"EUER gemütliches SWINGER-PARADIES"														
"Europe/Germany"	"Le Feeling"	"Munic, Bayern"		"http://www.swingerclub-lefeeling.de"	".Le Feeling"		"Das echte Erlebnis für erotische Freizeit"														
"Europe/Germany"	"Rocks"	"München-Pasing, Munchen, Bayern"	"089 - 88 999 554"	"</td> <td width=""474"" valign=""top""><table width=""468"" border=""0"" align=""center"" cellpadding=""2"" cellspacing=""0""> <tr> <td width=""468"" colspan=""2""> <a href=""http://www.rocks-swingerclub.de"" target=""_blank""></a> </td> </tr> <tr> <td colspan=""2"" valign=""top""> <span class=""text_standard_black""> Rocks Swingerclub </span> </td> </tr> </table></td> <td width=""26"">&nbsp"	"</td> </tr> </table></td> </tr> <tr> <td height=""28"" background=""images/SC_List_bot.jpg"">&nbsp"	"</td> </tr> </table> <!----------- *************************************************************** --> <table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td height=""52"" background=""images/SC_List_top.jpg""><table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""26"" rowspan=""2"">&nbsp"	"</td> <td width=""346"" rowspan=""2""><span class=""text_ClubName"">Swing for Fun</span></td> <td width=""335""></td> <td width=""23"" nowrap=""nowrap"" rowspan=""2"">&nbsp"	"</td> <td width=""20"" rowspan=""2"">&nbsp"	"</td> </tr> <tr> <td width=""335""> <table cellpadding=""0"" cellspacing=""0"" border=""0""> <tr> <td> <table cellspacing='0' cellpadding='0'><tr><td width='100' nowrap='nowrap' align='right'><a href='Swing_for_Fun_swingers_club_reviews_309.html' class='yellow_back_sm'>Read reviews</a>&nbsp"	"|&nbsp"	"</td><td nowrap='nowrap'><a href='http://www.sdc.com/ClubListAdd_Review2.aspx?clubID=309' class='yellow_back_sm'>Post a new review</a>&nbsp"	"&nbsp"	"</td></tr></table> </td> <td nowrap=""nowrap""> &nbsp"	"|&nbsp"	"<a href='Swing_for_Fun_swingers_club_description.html' class='yellow_back_sm'>Detailed Description</a> </td> </tr> </table> </td> </tr> </table></td> </tr> <tr> <td height=""100%"" valign=""top"" background=""images/SC_List_mid.jpg""><table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""29"" >&nbsp"	"</td> <td width=""206"" valign=""top""><table width=""205"" border=""0"" cellspacing=""0"" cellpadding=""2""> <tr> <td class=""text_sm2"">Konstanz"	"07531-57602"	"http://www.swingin.de"	"www.swingin.de"	"club_banners\banner_309.gif"	"Der Treffpunkt fuer tolerante anspruchsvolle Paare"
"Europe/Germany"	"Swinger – Paradies XXL"	"Nürnberg, Bayern"	"0171 / 828 83 32"	"http://www.daggi-marc.de"	"www.daggi-marc.de"	"club_banners\banner_2040.gif"	"Der stilvolle Treff für tolerante Paare"														
"Europe/Germany"	"Swinger Club Acapulco"	"Muenchen, Munchen, Bayern"	"089 - 820 85 882"	"</td> <td width=""474"" valign=""top""><table width=""468"" border=""0"" align=""center"" cellpadding=""2"" cellspacing=""0""> <tr> <td width=""468"" colspan=""2""> <a href=""http://www.club-acapulco.de"" target=""_blank""><br><img border='0' src='club_banners\banner_323.jpg' height='60' alt='Swingers Club'></a> </td> </tr> <tr> <td colspan=""2"" valign=""top""> <span class=""text_standard_black""> Lebt Eure Traeume in Waldkraiburg </span> </td> </tr> </table></td> <td width=""26"">&nbsp"	"</td> </tr> </table></td> </tr> <tr> <td height=""28"" background=""images/SC_List_bot.jpg"">&nbsp"	"</td> </tr> </table> <!----------- *************************************************************** --> <table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td height=""52"" background=""images/SC_List_top.jpg""><table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""26"" rowspan=""2"">&nbsp"	"</td> <td width=""346"" rowspan=""2""><span class=""text_ClubName"">Swingerclub Why Not</span></td> <td width=""335""></td> <td width=""23"" nowrap=""nowrap"" rowspan=""2"">&nbsp"	"</td> <td width=""20"" rowspan=""2"">&nbsp"	"</td> </tr> <tr> <td width=""335""> <table cellpadding=""0"" cellspacing=""0"" border=""0""> <tr> <td> <table cellspacing='0' cellpadding='0'><tr><td width='100' nowrap='nowrap' align='right'></td><td nowrap='nowrap'><a href='http://www.sdc.com/ClubListAdd_Review2.aspx?clubID=1382' class='yellow_back_sm'>Post a new review</a>&nbsp"	"&nbsp"	"</td></tr></table> </td> <td nowrap=""nowrap""> &nbsp"	"|&nbsp"	"<a href='Swingerclub_Why_Not_swingers_club_description.html' class='yellow_back_sm'>Detailed Description</a> </td> </tr> </table> </td> </tr> </table></td> </tr> <tr> <td height=""100%"" valign=""top"" background=""images/SC_List_mid.jpg""><table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""29"" >&nbsp"	"</td> <td width=""206"" valign=""top""><table width=""205"" border=""0"" cellspacing=""0"" cellpadding=""2""> <tr> <td class=""text_sm2"">69469 Weinheim"	"+49 (0)6201 25 90 55"	"http://www.swingerclub-why-not.de"	"Swingerclub-Why-Not"	"club_banners\banner_1382.jpg"	"Der Exklusive Club fuer Singles und Paare"		
"Europe/Germany"	"Swingerclub-Nightlife"	"58256 Gevelsberg, Bayern"	"02332-757788"	"http://www.swingerclub-nightlife.de"	"www.sexxxos.de"	"club_banners\banner_1175.gif"	"Swingerclub fuer Singles und Paare"														
"Europe/Germany"	"Swingers Inn"	"München, Munchen, Bayern"	" 089 / 69 39 71 66"	"</td> <td width=""474"" valign=""top""><table width=""468"" border=""0"" align=""center"" cellpadding=""2"" cellspacing=""0""> <tr> <td width=""468"" colspan=""2""> <a href=""http://www.swingers-inn.de"" target=""_blank""></a> </td> </tr> <tr> <td colspan=""2"" valign=""top""> <span class=""text_standard_black""> Münchens Swingerclub mit Stil, Geschmack u. Ambien </span> </td> </tr> </table></td> <td width=""26"">&nbsp"	"</td> </tr> </table></td> </tr> <tr> <td height=""28"" background=""images/SC_List_bot.jpg"">&nbsp"	"</td> </tr> </table> <!----------- *************************************************************** --> <table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td height=""52"" background=""images/SC_List_top.jpg""><table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""26"" rowspan=""2"">&nbsp"	"</td> <td width=""346"" rowspan=""2""><span class=""text_ClubName""> Swingertreff Reality16</span></td> <td width=""335""></td> <td width=""23"" nowrap=""nowrap"" rowspan=""2"">&nbsp"	"</td> <td width=""20"" rowspan=""2"">&nbsp"	"</td> </tr> <tr> <td width=""335""> <table cellpadding=""0"" cellspacing=""0"" border=""0""> <tr> <td> <table cellspacing='0' cellpadding='0'><tr><td width='100' nowrap='nowrap' align='right'></td><td nowrap='nowrap'><a href='http://www.sdc.com/ClubListAdd_Review2.aspx?clubID=2482' class='yellow_back_sm'>Post a new review</a>&nbsp"	"&nbsp"	"</td></tr></table> </td> <td nowrap=""nowrap""> &nbsp"	"|&nbsp"	"<a href='Swingertreff_Reality16_swingers_club_description.html' class='yellow_back_sm'>Detailed Description</a> </td> </tr> </table> </td> </tr> </table></td> </tr> <tr> <td height=""100%"" valign=""top"" background=""images/SC_List_mid.jpg""><table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""29"" >&nbsp"	"</td> <td width=""206"" valign=""top""><table width=""205"" border=""0"" cellspacing=""0"" cellpadding=""2""> <tr> <td class=""text_sm2"">Selbach"	6875937268	"http://www.swingertreff-reality16.de"	"Click here"		"Privater Swingertreff der besonderen Art"		
"Europe/Germany"	"Villa Fantasy"	"Rosenheim, Bayern"	"08031-34292"	"http://www.villa-fantasy.de"	"villa-fantasy.de"		"Swingerclub Rosenheim"														
"Europe/Germany"	"WOODLAND"	"Gundelfingen, Bayern"	"0761-581852"	"http://www.swinger-woodland.de/"	"Click here"	"club_banners\banner_1639.jpg"	"Der Spielplatz fuer Erwachsene"														
"Europe/Belgium"	"Acanthus"	"Hulste 8531"	3256700898	"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"	"club_banners\banner_1067.gif"	"Acanthus is a private, on-premise erotic club"														
"Europe/Belgium"	"Ammehula"	"minderhout"	"0032(0)33142531"	"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"		"Nieuwe stijl parenclub Ammehula"														
"Europe/Belgium"	"C'est magnifique"	"Maaseik"	3289855548	"http://www.cestmagnifique.be"	"www.cestmagnifique.be"		"Parenclub/Erotische Cafe C'est Magnifique"														
"Europe/Belgium"	"CASA EROTICA"	"Schepdaal"	"0032 (0)2 569 16 21"	"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"		"erotic restaurant with male and female striptease"														
"Europe/Belgium"	"club 4 love"	"oostham"	"0032/11603440"	"http://www.club4love.be"	"www.club4love.be"	"club_banners\banner_1874.gif"	"parenclub voor swingers & singles"														
"Europe/Belgium"	"Club B5"	"Balen"	3214717537	"http://www.club-b5.be"	"www.club-b5.be"		"Swingers Party Club"														
"Europe/Belgium"	"Club Cartouche"	"Beervelde"		"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"		"Something for everyoneEtwas fuer jeden"														
"Europe/Belgium"	"Club Izis"	"Izegem"	"0485/544308"	"http://www.izis.be"	"http://www.izis.be"	"club_banners\banner_1642.gif"	"Vlaanderen's actiefste club"														
"Europe/Belgium"	"Club Marcellinos"	"Limburg"		"http://www.marcellinos.be/"	"www.marcellinos.be/"		"Hot Swingers Club"														
"Europe/Belgium"	"Club Passage"	"Hasselt"	"011/24 13 21"	"http://www.club-passage.be"	"Club Passage"	"club_banners\banner_1258.gif"	"Club for couples and singels"														
"Europe/Belgium"	"Club Z"	"Zingem"		"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"		"Club Z"														
"Europe/Belgium"	"De-Riethoeve"	"Kapellen"		"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"		"Check out our website for more info"														
"Europe/Belgium"	"Ferretti-Love"	"Zwevezele"	"0476/462912"	"http://www.ferretti-love.com"	"Ferretti-Love"	"club_banners\banner_1725.jpg"	"Parenclub ferretti-love, swinglounge"														
"Europe/Belgium"	"L'APHRODISIA"	"REBECQ"	"+32(0)67/67.08.93"	"http://www.laphrodisia.be"	"L'Aphrodisia club échangistes"	"club_banners\banner_1954.jpg"	"Club pour couples et célibataires libérés."														
"Europe/Belgium"	"La Porte des Sens"	"Brussels"	32477987533	"http://www.laportedessens.be"	"la porte des sens"	"club_banners\banner_1199.jpg"	"The most sophisticated club in Europe's heart"														
"Europe/Belgium"	"Liberties the Club"	"De Klinge"		"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"		"Welkom bij Liberties"														
"Europe/Belgium"	"Maxfollies"	"Central"		"http://www.maxfollies.be"	"http://www.maxfollies.be"		"Swingers Club"														
"Europe/Belgium"	"Only4You"	"Fontaine-Valmont 6567"	3271506625	"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"	"club_banners\banner_1068.gif"	"One of the most fabulous Erotic Club in Europe/Belgium"														
"Europe/Belgium"	"Parenclub Omega"	"Oostkamp"	"0475/815218"	"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"		"Swingersclub for singles and couples"														
"Europe/Belgium"	"Scandals"	"Overijse"	"0475/237.637"	"http://sdc.com/sitemap/swingersclubinformation.htm"	"Click here"		"New club. Opening 26 January 2007."														
"Europe/Germany"	"Avarus Erotic Nightclub"	"Berlin"		"http://www.avarus-berlin.de"	"Avarus Erotic Nightclub Berlin"		"Der Top Swinger und Hedonistenclub in Berlin"														
"Europe/Germany"	"fri-voli"	"Berlin"	"030 / 39 87 71 93"	"http://www.fri-voli.de"	"fri-voli.de"	"club_banners\banner_1700.gif"	"Die erotische Kneipe in Berlin"														
"Europe/Germany"	"Garten der Lueste"	"Berlin / Leipzig"	"0162-5 76 39 24"	"http://www.gartenderlueste.de"	"www.gartenderlueste.de"	"club_banners\banner_2289.gif"	"Das erotische Trance-Tanz-Vergnuegen"														
"Europe/Germany"	"Manu's Swing...in"	"Berlin"	"0173 59 86 375"	"http://www.manus-swingin.de.vu"	"manus-swingin.de.vu"	"club_banners\banner_2031.gif"	"Der Pärchentreff einmal anders"														
"Europe/Germany"	"PC Orpheus"	"Berlin"	"(030) 44 05 66 86"	"http://www.pc-orpheus.de"	"pc-orpheus.de"	"club_banners\banner_1702.gif"	"Orpheus in der Unterwelt"														
"Europe/Germany"	"PC-Legeres"	"Berlin"	"030 - 509 04 45"	"http://www.pc-legeres.de"	"http://www.pc-legeres.de"		"Nummer 1 in Berlin"														
"Europe/Germany"	"Swingerclub Zuegellos"	"Berlin"	3079705368	"http://www.swingerclub-zuegellos.de"	"Swingerclub Zuegellos - Berlins Swingerclub Nr.1"	"club_banners\banner_1473.gif"	"Swingerclub Zuegellos - Berlins Swingerclub Nr.1"														
"Europe/Germany"	"Tempel Oase"	"Berlin / Teltow"	"033701 / 740 58"	"http://www.tempeloase.de"	"www.tempeloase.de"	"club_banners\banner_625.gif"	"Oasenzauber"														
"South America/Bolivia"	"Swingers Bolivia"	"Santa Cruz"					"The first swingers club Bolivia"														
"Europe/Germany"	"Club Maria"	"Dallgow-Döberitz, Brandenburg"	"03322 / 422832"	"http://www.club-maria.de"	"club-maria.de"	"club_banners\banner_1701.jpg"	"Club Maria"														
"Europe/Germany"	"Erotik Supermarkt Frankfurt"	"Frankfurt/Main, Brandenburg"	"0049 69 29 54 53"	"http://www.erotik-supermarkt.de"	"Click here"		"Erotik Supermarkt Frankfurt/Main - Paerchenkino"														
"Europe/Germany"	"FUN and JOY"	"Hüttgeswasen, Brandenburg"	"0049-6782-888"	"http://www.funandjoy.de"	"www.funandjoy.de"	"club_banners\banner_2319.jpg"	"Club und Clubhotel fuer Paare"														
"Europe/Germany"	"Landhaus Villa"	"Ostrau, Brandenburg"	"0172 / 5 98 50 13"	"http://www.landhaus-villa.de"	"www.landhaus-villa.de"		"Willkommen in unserem Garten der Lueste"														
"Europe/Germany"	"Rossini"	"Frankfurt, Brandenburg"	"0 69 - 41 39 47"	"http://www.rossini.de"	"http://www.rossini.de"		"Swinger Lounge in Frankfurt"														
"Europe/Germany"	"Sunshine"	"Taufkirchen, Brandenburg"	"089-66611641"	"http://www.sunshine-swingerclub.de/"	"sunshine-swingerclub.de/"	"club_banners\banner_1662.jpg"	"Swingerclub fuer aufgeschlossene Menschen"														
"Europe/Germany"	"Swingerclub Bluecat"	"Schwetzingen, Brandenburg"	"06202-127278"	"http://www.swingerclub-bluecat.de"	"www.swingerclub-bluecat.de"		"Der besondere Swingerclub in Schwetzingen"														
